"estado","nome","partido","coligacao","votos","cargo","ano","turno"
"Maranhão","Cristóvão Buarque ","PDT","PDT",72815,"Presidente",2006,"Turno 1"
"Piauí","Cristóvão Buarque ","PDT","PDT",30812,"Presidente",2006,"Turno 1"
"Ceará","Cristóvão Buarque ","PDT","PDT",78353,"Presidente",2006,"Turno 1"
"R. G. do Norte","Cristóvão Buarque ","PDT","PDT",43690,"Presidente",2006,"Turno 1"
"Paraíba","Cristóvão Buarque ","PDT","PDT",45397,"Presidente",2006,"Turno 1"
"Pernambuco","Cristóvão Buarque ","PDT","PDT",90445,"Presidente",2006,"Turno 1"
"Alagoas","Cristóvão Buarque ","PDT","PDT",27172,"Presidente",2006,"Turno 1"
"Sergipe","Cristóvão Buarque ","PDT","PDT",17916,"Presidente",2006,"Turno 1"
"Bahia","Cristóvão Buarque ","PDT","PDT",174313,"Presidente",2006,"Turno 1"
"Minas Gerais","Cristóvão Buarque ","PDT","PDT",272152,"Presidente",2006,"Turno 1"
"Espirito Santo","Cristóvão Buarque ","PDT","PDT",66097,"Presidente",2006,"Turno 1"
"Rio de Janeiro ","Cristóvão Buarque ","PDT","PDT",372370,"Presidente",2006,"Turno 1"
"São Paulo","Cristóvão Buarque ","PDT","PDT",385119,"Presidente",2006,"Turno 1"
"Paraná","Cristóvão Buarque ","PDT","PDT",190452,"Presidente",2006,"Turno 1"
"Santa Catarina","Cristóvão Buarque ","PDT","PDT",109876,"Presidente",2006,"Turno 1"
"R. G. do Sul","Cristóvão Buarque ","PDT","PDT",239437,"Presidente",2006,"Turno 1"
"Mato Grosso","Cristóvão Buarque ","PDT","PDT",31457,"Presidente",2006,"Turno 1"
"Mato Grosso do Sul","Cristóvão Buarque ","PDT","PDT",24245,"Presidente",2006,"Turno 1"
"Goiás","Cristóvão Buarque ","PDT","PDT",51445,"Presidente",2006,"Turno 1"
"Distrito Federal","Cristóvão Buarque ","PDT","PDT",82854,"Presidente",2006,"Turno 1"
"Rondônia","Ana Maria Rangel ","PRP","PRP",1116,"Presidente",2006,"Turno 1"
"Acre","Ana Maria Rangel ","PRP","PRP",491,"Presidente",2006,"Turno 1"
"Amazonas","Ana Maria Rangel ","PRP","PRP",1806,"Presidente",2006,"Turno 1"
"Roraima","Ana Maria Rangel ","PRP","PRP",454,"Presidente",2006,"Turno 1"
"Pará","Ana Maria Rangel ","PRP","PRP",3626,"Presidente",2006,"Turno 1"
"Amapá","Ana Maria Rangel ","PRP","PRP",418,"Presidente",2006,"Turno 1"
"Tocantins","Ana Maria Rangel ","PRP","PRP",932,"Presidente",2006,"Turno 1"
"Maranhão","Ana Maria Rangel ","PRP","PRP",3605,"Presidente",2006,"Turno 1"
"Piauí","Ana Maria Rangel ","PRP","PRP",1960,"Presidente",2006,"Turno 1"
"Ceará","Ana Maria Rangel ","PRP","PRP",5664,"Presidente",2006,"Turno 1"
"R. G. do Norte","Ana Maria Rangel ","PRP","PRP",3860,"Presidente",2006,"Turno 1"
"Paraíba","Ana Maria Rangel ","PRP","PRP",2926,"Presidente",2006,"Turno 1"
"Pernambuco","Ana Maria Rangel ","PRP","PRP",4966,"Presidente",2006,"Turno 1"
"Alagoas","Ana Maria Rangel ","PRP","PRP",2073,"Presidente",2006,"Turno 1"
"Sergipe","Ana Maria Rangel ","PRP","PRP",1915,"Presidente",2006,"Turno 1"
"Bahia","Ana Maria Rangel ","PRP","PRP",9851,"Presidente",2006,"Turno 1"
"Minas Gerais","Ana Maria Rangel ","PRP","PRP",14155,"Presidente",2006,"Turno 1"
"Espirito Santo","Ana Maria Rangel ","PRP","PRP",2805,"Presidente",2006,"Turno 1"
"Rio de Janeiro ","Ana Maria Rangel ","PRP","PRP",14136,"Presidente",2006,"Turno 1"
"São Paulo","Ana Maria Rangel ","PRP","PRP",18927,"Presidente",2006,"Turno 1"
"Paraná","Ana Maria Rangel ","PRP","PRP",7434,"Presidente",2006,"Turno 1"
"Santa Catarina","Ana Maria Rangel ","PRP","PRP",5318,"Presidente",2006,"Turno 1"
"R. G. do Sul","Ana Maria Rangel ","PRP","PRP",7658,"Presidente",2006,"Turno 1"
"Mato Grosso","Ana Maria Rangel ","PRP","PRP",1846,"Presidente",2006,"Turno 1"
"Mato Grosso do Sul","Ana Maria Rangel ","PRP","PRP",1551,"Presidente",2006,"Turno 1"
"Goiás","Ana Maria Rangel ","PRP","PRP",3907,"Presidente",2006,"Turno 1"
"Distrito Federal","Ana Maria Rangel ","PRP","PRP",2367,"Presidente",2006,"Turno 1"
"Rondônia","José Maria Eymael ","PSDC","PSDC",615,"Presidente",2006,"Turno 1"
"Acre","José Maria Eymael ","PSDC","PSDC",236,"Presidente",2006,"Turno 1"
"Amazonas","José Maria Eymael ","PSDC","PSDC",788,"Presidente",2006,"Turno 1"
"Roraima","José Maria Eymael ","PSDC","PSDC",145,"Presidente",2006,"Turno 1"
"Pará","José Maria Eymael ","PSDC","PSDC",1445,"Presidente",2006,"Turno 1"
"Amapá","José Maria Eymael ","PSDC","PSDC",166,"Presidente",2006,"Turno 1"
"Tocantins","José Maria Eymael ","PSDC","PSDC",216,"Presidente",2006,"Turno 1"
"Maranhão","José Maria Eymael ","PSDC","PSDC",1383,"Presidente",2006,"Turno 1"
"Piauí","José Maria Eymael ","PSDC","PSDC",517,"Presidente",2006,"Turno 1"
"Ceará","José Maria Eymael ","PSDC","PSDC",2633,"Presidente",2006,"Turno 1"
"R. G. do Norte","José Maria Eymael ","PSDC","PSDC",897,"Presidente",2006,"Turno 1"
"Paraíba","José Maria Eymael ","PSDC","PSDC",1144,"Presidente",2006,"Turno 1"
"Pernambuco","José Maria Eymael ","PSDC","PSDC",2298,"Presidente",2006,"Turno 1"
"Alagoas","José Maria Eymael ","PSDC","PSDC",380,"Presidente",2006,"Turno 1"
"Sergipe","José Maria Eymael ","PSDC","PSDC",590,"Presidente",2006,"Turno 1"
"Bahia","José Maria Eymael ","PSDC","PSDC",5565,"Presidente",2006,"Turno 1"
"Minas Gerais","José Maria Eymael ","PSDC","PSDC",5164,"Presidente",2006,"Turno 1"
"Espirito Santo","José Maria Eymael ","PSDC","PSDC",927,"Presidente",2006,"Turno 1"
"Rio de Janeiro ","José Maria Eymael ","PSDC","PSDC",9256,"Presidente",2006,"Turno 1"
"São Paulo","José Maria Eymael ","PSDC","PSDC",15710,"Presidente",2006,"Turno 1"
"Paraná","José Maria Eymael ","PSDC","PSDC",3086,"Presidente",2006,"Turno 1"
"Santa Catarina","José Maria Eymael ","PSDC","PSDC",1895,"Presidente",2006,"Turno 1"
"R. G. do Sul","José Maria Eymael ","PSDC","PSDC",3602,"Presidente",2006,"Turno 1"
"Mato Grosso","José Maria Eymael ","PSDC","PSDC",895,"Presidente",2006,"Turno 1"
"Mato Grosso do Sul","José Maria Eymael ","PSDC","PSDC",520,"Presidente",2006,"Turno 1"
"Goiás","José Maria Eymael ","PSDC","PSDC",1372,"Presidente",2006,"Turno 1"
"Distrito Federal","José Maria Eymael ","PSDC","PSDC",1718,"Presidente",2006,"Turno 1"
"Rondônia","Luciano Bivar ","PSL","PSL",557,"Presidente",2006,"Turno 1"
"Acre","Luciano Bivar ","PSL","PSL",70,"Presidente",2006,"Turno 1"
"Amazonas","Luciano Bivar ","PSL","PSL",665,"Presidente",2006,"Turno 1"
"Roraima","Luciano Bivar ","PSL","PSL",92,"Presidente",2006,"Turno 1"
"Pará","Luciano Bivar ","PSL","PSL",1262,"Presidente",2006,"Turno 1"
"Amapá","Luciano Bivar ","PSL","PSL",182,"Presidente",2006,"Turno 1"
"Tocantins","Luciano Bivar ","PSL","PSL",294,"Presidente",2006,"Turno 1"
"Maranhão","Luciano Bivar ","PSL","PSL",1779,"Presidente",2006,"Turno 1"
"Piauí","Luciano Bivar ","PSL","PSL",1134,"Presidente",2006,"Turno 1"
"Ceará","Luciano Bivar ","PSL","PSL",4341,"Presidente",2006,"Turno 1"
"R. G. do Norte","Luciano Bivar ","PSL","PSL",1183,"Presidente",2006,"Turno 1"
"Paraíba","Luciano Bivar ","PSL","PSL",1453,"Presidente",2006,"Turno 1"
"Pernambuco","Luciano Bivar ","PSL","PSL",6321,"Presidente",2006,"Turno 1"
"Alagoas","Luciano Bivar ","PSL","PSL",649,"Presidente",2006,"Turno 1"
"Sergipe","Luciano Bivar ","PSL","PSL",647,"Presidente",2006,"Turno 1"
"Bahia","Luciano Bivar ","PSL","PSL",5319,"Presidente",2006,"Turno 1"
"Minas Gerais","Luciano Bivar ","PSL","PSL",5236,"Presidente",2006,"Turno 1"
"Espirito Santo","Luciano Bivar ","PSL","PSL",992,"Presidente",2006,"Turno 1"
"Rio de Janeiro ","Luciano Bivar ","PSL","PSL",6348,"Presidente",2006,"Turno 1"
"São Paulo","Luciano Bivar ","PSL","PSL",10979,"Presidente",2006,"Turno 1"
"Paraná","Luciano Bivar ","PSL","PSL",3597,"Presidente",2006,"Turno 1"
"Santa Catarina","Luciano Bivar ","PSL","PSL",1974,"Presidente",2006,"Turno 1"
"R. G. do Sul","Luciano Bivar ","PSL","PSL",2699,"Presidente",2006,"Turno 1"
"Mato Grosso","Luciano Bivar ","PSL","PSL",673,"Presidente",2006,"Turno 1"
"Mato Grosso do Sul","Luciano Bivar ","PSL","PSL",486,"Presidente",2006,"Turno 1"
"Goiás","Luciano Bivar ","PSL","PSL",1485,"Presidente",2006,"Turno 1"
"Distrito Federal","Luciano Bivar ","PSL","PSL",1518,"Presidente",2006,"Turno 1"
"Rondônia","Rui Costa Pimenta ","PCO","PCO",121,"Presidente",2006,"Turno 1"
"Acre","Rui Costa Pimenta ","PCO","PCO",35,"Presidente",2006,"Turno 1"
"Amazonas","Rui Costa Pimenta ","PCO","PCO",161,"Presidente",2006,"Turno 1"
"Roraima","Rui Costa Pimenta ","PCO","PCO",90,"Presidente",2006,"Turno 1"
"Pará","Rui Costa Pimenta ","PCO","PCO",152,"Presidente",2006,"Turno 1"
"Amapá","Rui Costa Pimenta ","PCO","PCO",33,"Presidente",2006,"Turno 1"
"Tocantins","Rui Costa Pimenta ","PCO","PCO",47,"Presidente",2006,"Turno 1"
"Maranhão","Rui Costa Pimenta ","PCO","PCO",330,"Presidente",2006,"Turno 1"
"Piauí","Rui Costa Pimenta ","PCO","PCO",212,"Presidente",2006,"Turno 1"
"Ceará","Rui Costa Pimenta ","PCO","PCO",613,"Presidente",2006,"Turno 1"
"R. G. do Norte","Rui Costa Pimenta ","PCO","PCO",224,"Presidente",2006,"Turno 1"
"Paraíba","Rui Costa Pimenta ","PCO","PCO",464,"Presidente",2006,"Turno 1"
"Pernambuco","Rui Costa Pimenta ","PCO","PCO",576,"Presidente",2006,"Turno 1"
"Alagoas","Rui Costa Pimenta ","PCO","PCO",177,"Presidente",2006,"Turno 1"
"Sergipe","Rui Costa Pimenta ","PCO","PCO",147,"Presidente",2006,"Turno 1"
"Bahia","Rui Costa Pimenta ","PCO","PCO",1407,"Presidente",2006,"Turno 1"
"Minas Gerais","Rui Costa Pimenta ","PCO","PCO",4273,"Presidente",2006,"Turno 1"
"Espirito Santo","Rui Costa Pimenta ","PCO","PCO",624,"Presidente",2006,"Turno 1"
"Rio de Janeiro ","Rui Costa Pimenta ","PCO","PCO",4106,"Presidente",2006,"Turno 1"
"São Paulo","Rui Costa Pimenta ","PCO","PCO",4973,"Presidente",2006,"Turno 1"
"Paraná","Rui Costa Pimenta ","PCO","PCO",1321,"Presidente",2006,"Turno 1"
"Santa Catarina","Rui Costa Pimenta ","PCO","PCO",843,"Presidente",2006,"Turno 1"
"R. G. do Sul","Rui Costa Pimenta ","PCO","PCO",3315,"Presidente",2006,"Turno 1"
"Mato Grosso","Rui Costa Pimenta ","PCO","PCO",172,"Presidente",2006,"Turno 1"
"Mato Grosso do Sul","Rui Costa Pimenta ","PCO","PCO",132,"Presidente",2006,"Turno 1"
"Goiás","Rui Costa Pimenta ","PCO","PCO",33,"Presidente",2006,"Turno 1"
"Distrito Federal","Rui Costa Pimenta ","PCO","PCO",765,"Presidente",2006,"Turno 1"
"Rondônia","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",397327,"Presidente",2006,"Turno 2"
"Acre","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",151584,"Presidente",2006,"Turno 2"
"Amazonas","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1159709,"Presidente",2006,"Turno 2"
"Roraima","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",66932,"Presidente",2006,"Turno 2"
"Pará","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1840154,"Presidente",2006,"Turno 2"
"Amapá","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",191698,"Presidente",2006,"Turno 2"
"Tocantins","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",447849,"Presidente",2006,"Turno 2"
"Maranhão","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",2280520,"Presidente",2006,"Turno 2"
"Piauí","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1216842,"Presidente",2006,"Turno 2"
"Ceará","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",3394007,"Presidente",2006,"Turno 2"
"R. G. do Norte","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1099150,"Presidente",2006,"Turno 2"
"Paraíba","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1478378,"Presidente",2006,"Turno 2"
"Pernambuco","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",3260996,"Presidente",2006,"Turno 2"
"Alagoas","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",822505,"Presidente",2006,"Turno 2"
"Sergipe","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",611337,"Presidente",2006,"Turno 2"
"Bahia","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",5188314,"Presidente",2006,"Turno 2"
"Minas Gerais","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",6808417,"Presidente",2006,"Turno 2"
"Espirito Santo","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1190459,"Presidente",2006,"Turno 2"
"Rio de Janeiro ","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",5532284,"Presidente",2006,"Turno 2"
"São Paulo","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",10684776,"Presidente",2006,"Turno 2"
"Paraná","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",2663423,"Presidente",2006,"Turno 2"
"Santa Catarina","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1481344,"Presidente",2006,"Turno 2"
"R. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",2811658,"Presidente",2006,"Turno 2"
"M. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",535966,"Presidente",2006,"Turno 2"
"Mato Grosso","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",711177,"Presidente",2006,"Turno 2"
"Goiás","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",1485280,"Presidente",2006,"Turno 2"
"Distrito Federal","Luiz Inácio Lula da Silva ","PT","PT PRB PCdoB",765008,"Presidente",2006,"Turno 2"
"Rondônia","Geraldo Alckimin ","PSDB","PSDB PFL",320806,"Presidente",2006,"Turno 2"
"Acre","Geraldo Alckimin ","PSDB","PSDB PFL",137911,"Presidente",2006,"Turno 2"
"Amazonas","Geraldo Alckimin ","PSDB","PSDB PFL",176338,"Presidente",2006,"Turno 2"
"Roraima","Geraldo Alckimin ","PSDB","PSDB PFL",106890,"Presidente",2006,"Turno 2"
"Pará","Geraldo Alckimin ","PSDB","PSDB PFL",1220564,"Presidente",2006,"Turno 2"
"Amapá","Geraldo Alckimin ","PSDB","PSDB PFL",80601,"Presidente",2006,"Turno 2"
"Tocantins","Geraldo Alckimin ","PSDB","PSDB PFL",189491,"Presidente",2006,"Turno 2"
"Maranhão","Geraldo Alckimin ","PSDB","PSDB PFL",414108,"Presidente",2006,"Turno 2"
"Piauí","Geraldo Alckimin ","PSDB","PSDB PFL",356879,"Presidente",2006,"Turno 2"
"Ceará","Geraldo Alckimin ","PSDB","PSDB PFL",725990,"Presidente",2006,"Turno 2"
"R. G. do Norte","Geraldo Alckimin ","PSDB","PSDB PFL",477212,"Presidente",2006,"Turno 2"
"Paraíba","Geraldo Alckimin ","PSDB","PSDB PFL",492524,"Presidente",2006,"Turno 2"
"Pernambuco","Geraldo Alckimin ","PSDB","PSDB PFL",894062,"Presidente",2006,"Turno 2"
"Alagoas","Geraldo Alckimin ","PSDB","PSDB PFL",516059,"Presidente",2006,"Turno 2"
"Sergipe","Geraldo Alckimin ","PSDB","PSDB PFL",404897,"Presidente",2006,"Turno 2"
"Bahia","Geraldo Alckimin ","PSDB","PSDB PFL",1456417,"Presidente",2006,"Turno 2"
"Minas Gerais","Geraldo Alckimin ","PSDB","PSDB PFL",3635228,"Presidente",2006,"Turno 2"
"Espirito Santo","Geraldo Alckimin ","PSDB","PSDB PFL",625852,"Presidente",2006,"Turno 2"
"Rio de Janeiro ","Geraldo Alckimin ","PSDB","PSDB PFL",2406487,"Presidente",2006,"Turno 2"
"São Paulo","Geraldo Alckimin ","PSDB","PSDB PFL",11696938,"Presidente",2006,"Turno 2"
"Paraná","Geraldo Alckimin ","PSDB","PSDB PFL",2744697,"Presidente",2006,"Turno 2"
"Santa Catarina","Geraldo Alckimin ","PSDB","PSDB PFL",1776776,"Presidente",2006,"Turno 2"
"R. G. do Sul","Geraldo Alckimin ","PSDB","PSDB PFL",3485916,"Presidente",2006,"Turno 2"
"M. G. do Sul","Geraldo Alckimin ","PSDB","PSDB PFL",655491,"Presidente",2006,"Turno 2"
"Mato Grosso","Geraldo Alckimin ","PSDB","PSDB PFL",719984,"Presidente",2006,"Turno 2"
"Goiás","Geraldo Alckimin ","PSDB","PSDB PFL",1226011,"Presidente",2006,"Turno 2"
"Distrito Federal","Geraldo Alckimin ","PSDB","PSDB PFL",578137,"Presidente",2006,"Turno 2"
"Rondônia","Dilma Rousseff ","PT","PT",321712,"Presidente",2010,"Turno 1"
"Acre","Dilma Rousseff ","PT","PT",82733,"Presidente",2010,"Turno 1"
"Amazonas","Dilma Rousseff ","PT","PT",991128,"Presidente",2010,"Turno 1"
"Roraima","Dilma Rousseff ","PT","PT",63927,"Presidente",2010,"Turno 1"
"Pará","Dilma Rousseff ","PT","PT",1699799,"Presidente",2010,"Turno 1"
"Amapá","Dilma Rousseff ","PT","PT",161443,"Presidente",2010,"Turno 1"
"Tocantins","Dilma Rousseff ","PT","PT",362383,"Presidente",2010,"Turno 1"
"Maranhão","Dilma Rousseff ","PT","PT",2079650,"Presidente",2010,"Turno 1"
"Piauí","Dilma Rousseff ","PT","PT",1088205,"Presidente",2010,"Turno 1"
"Ceará","Dilma Rousseff ","PT","PT",2783451,"Presidente",2010,"Turno 1"
"R. G. do Norte","Dilma Rousseff ","PT","PT",846416,"Presidente",2010,"Turno 1"
"Paraíba","Dilma Rousseff ","PT","PT",1031185,"Presidente",2010,"Turno 1"
"Pernambuco","Dilma Rousseff ","PT","PT",2748751,"Presidente",2010,"Turno 1"
"Alagoas","Dilma Rousseff ","PT","PT",709844,"Presidente",2010,"Turno 1"
"Sergipe","Dilma Rousseff ","PT","PT",506802,"Presidente",2010,"Turno 1"
"Bahia","Dilma Rousseff ","PT","PT",4188099,"Presidente",2010,"Turno 1"
"Minas Gerais","Dilma Rousseff ","PT","PT",5067399,"Presidente",2010,"Turno 1"
"Espirito Santo","Dilma Rousseff ","PT","PT",717417,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Dilma Rousseff ","PT","PT",3739632,"Presidente",2010,"Turno 1"
"São Paulo","Dilma Rousseff ","PT","PT",8740949,"Presidente",2010,"Turno 1"
"Paraná","Dilma Rousseff ","PT","PT",2311239,"Presidente",2010,"Turno 1"
"Santa Catarina","Dilma Rousseff ","PT","PT",1402566,"Presidente",2010,"Turno 1"
"R. G. do Sul","Dilma Rousseff ","PT","PT",3007263,"Presidente",2010,"Turno 1"
"M. G. do Sul","Dilma Rousseff ","PT","PT",518877,"Presidente",2010,"Turno 1"
"Mato Grosso","Dilma Rousseff ","PT","PT",659771,"Presidente",2010,"Turno 1"
"Goiás","Dilma Rousseff ","PT","PT",1301985,"Presidente",2010,"Turno 1"
"Distrito Federal","Dilma Rousseff ","PT","PT",462441,"Presidente",2010,"Turno 1"
"TOTAL","Dilma Rousseff ","PT","PT",47595067,"Presidente",2010,"Turno 1"
"Rondônia","José Serra ","PSDB","PSDB",358435,"Presidente",2010,"Turno 1"
"Acre","José Serra ","PSDB","PSDB",180252,"Presidente",2010,"Turno 1"
"Amazonas","José Serra ","PSDB","PSDB",129190,"Presidente",2010,"Turno 1"
"Roraima","José Serra ","PSDB","PSDB",113601,"Presidente",2010,"Turno 1"
"Pará","José Serra ","PSDB","PSDB",1336887,"Presidente",2010,"Turno 1"
"Amapá","José Serra ","PSDB","PSDB",72774,"Presidente",2010,"Turno 1"
"Tocantins","José Serra ","PSDB","PSDB",198979,"Presidente",2010,"Turno 1"
"Maranhão","José Serra ","PSDB","PSDB",444145,"Presidente",2010,"Turno 1"
"Piauí","José Serra ","PSDB","PSDB",339445,"Presidente",2010,"Turno 1"
"Ceará","José Serra ","PSDB","PSDB",686891,"Presidente",2010,"Turno 1"
"R. G. do Norte","José Serra ","PSDB","PSDB",460107,"Presidente",2010,"Turno 1"
"Paraíba","José Serra ","PSDB","PSDB",551053,"Presidente",2010,"Turno 1"
"Pernambuco","José Serra ","PSDB","PSDB",773374,"Presidente",2010,"Turno 1"
"Alagoas","José Serra ","PSDB","PSDB",508232,"Presidente",2010,"Turno 1"
"Sergipe","José Serra ","PSDB","PSDB",404584,"Presidente",2010,"Turno 1"
"Bahia","José Serra ","PSDB","PSDB",1403153,"Presidente",2010,"Turno 1"
"Minas Gerais","José Serra ","PSDB","PSDB",3317872,"Presidente",2010,"Turno 1"
"Espirito Santo","José Serra ","PSDB","PSDB",682590,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","José Serra ","PSDB","PSDB",1925166,"Presidente",2010,"Turno 1"
"São Paulo","José Serra ","PSDB","PSDB",9524050,"Presidente",2010,"Turno 1"
"Paraná","José Serra ","PSDB","PSDB",2607664,"Presidente",2010,"Turno 1"
"Santa Catarina","José Serra ","PSDB","PSDB",1658161,"Presidente",2010,"Turno 1"
"R. G. do Sul","José Serra ","PSDB","PSDB",2600389,"Presidente",2010,"Turno 1"
"M. G. do Sul","José Serra ","PSDB","PSDB",551296,"Presidente",2010,"Turno 1"
"Mato Grosso","José Serra ","PSDB","PSDB",678614,"Presidente",2010,"Turno 1"
"Goiás","José Serra ","PSDB","PSDB",1217203,"Presidente",2010,"Turno 1"
"Distrito Federal","José Serra ","PSDB","PSDB",354070,"Presidente",2010,"Turno 1"
"TOTAL","José Serra ","PSDB","PSDB",33078177,"Presidente",2010,"Turno 1"
"Rondônia","Marina Silva ","PV","PV",100317,"Presidente",2010,"Turno 1"
"Acre","Marina Silva ","PV","PV",81102,"Presidente",2010,"Turno 1"
"Amazonas","Marina Silva ","PV","PV",392170,"Presidente",2010,"Turno 1"
"Roraima","Marina Silva ","PV","PV",41784,"Presidente",2010,"Turno 1"
"Pará","Marina Silva ","PV","PV",474841,"Presidente",2010,"Turno 1"
"Amapá","Marina Silva ","PV","PV",101243,"Presidente",2010,"Turno 1"
"Tocantins","Marina Silva ","PV","PV",146151,"Presidente",2010,"Turno 1"
"Maranhão","Marina Silva ","PV","PV",400048,"Presidente",2010,"Turno 1"
"Piauí","Marina Silva ","PV","PV",185107,"Presidente",2010,"Turno 1"
"Ceará","Marina Silva ","PV","PV",686770,"Presidente",2010,"Turno 1"
"R. G. do Norte","Marina Silva ","PV","PV",313360,"Presidente",2010,"Turno 1"
"Paraíba","Marina Silva ","PV","PV",341916,"Presidente",2010,"Turno 1"
"Pernambuco","Marina Silva ","PV","PV",903655,"Presidente",2010,"Turno 1"
"Alagoas","Marina Silva ","PV","PV",160380,"Presidente",2010,"Turno 1"
"Sergipe","Marina Silva ","PV","PV",141033,"Presidente",2010,"Turno 1"
"Bahia","Marina Silva ","PV","PV",1052674,"Presidente",2010,"Turno 1"
"Minas Gerais","Marina Silva ","PV","PV",2291502,"Presidente",2010,"Turno 1"
"Espirito Santo","Marina Silva ","PV","PV",505734,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Marina Silva ","PV","PV",2693130,"Presidente",2010,"Turno 1"
"São Paulo","Marina Silva ","PV","PV",4865828,"Presidente",2010,"Turno 1"
"Paraná","Marina Silva ","PV","PV",944402,"Presidente",2010,"Turno 1"
"Santa Catarina","Marina Silva ","PV","PV",507017,"Presidente",2010,"Turno 1"
"R. G. do Sul","Marina Silva ","PV","PV",725580,"Presidente",2010,"Turno 1"
"M. G. do Sul","Marina Silva ","PV","PV",219812,"Presidente",2010,"Turno 1"
"Mato Grosso","Marina Silva ","PV","PV",184339,"Presidente",2010,"Turno 1"
"Goiás","Marina Silva ","PV","PV",529694,"Presidente",2010,"Turno 1"
"Distrito Federal","Marina Silva ","PV","PV",611362,"Presidente",2010,"Turno 1"
"TOTAL","Marina Silva ","PV","PV",19600951,"Presidente",2010,"Turno 1"
"Rondônia","Plínio de Arruda Sampaio ","PSOL","PSOL",6664,"Presidente",2010,"Turno 1"
"Acre","Plínio de Arruda Sampaio ","PSOL","PSOL",1032,"Presidente",2010,"Turno 1"
"Amazonas","Plínio de Arruda Sampaio ","PSOL","PSOL",9033,"Presidente",2010,"Turno 1"
"Roraima","Plínio de Arruda Sampaio ","PSOL","PSOL",2383,"Presidente",2010,"Turno 1"
